YearAW,State,Aircraft,Region
1967,AZ,158,Western
1967,CA,454,Western
1967,CO,108,Central
1967,CT,34,Eastern
1967,DC,4,Eastern
1967,DE,80,Eastern
1967,FL,315,Eastern
1967,GA,130,Eastern
1967,GU,1,Eastern
1967,HI,7,AlaskaHawaii
1967,IA,69,Central
1967,ID,58,Western
1967,IL,125,Central
1967,IN,88,Central
1967,KS,84,Central
1967,KY,45,Eastern
1967,LA,64,Central
1967,MA,45,Eastern
1967,MD,47,Eastern
1967,ME,37,Eastern
1967,MI,151,Central
1967,MN,123,Central
1967,MO,124,Central
1967,MS,40,Eastern
1967,MT,75,Western
1967,NC,125,Eastern
1967,ND,55,Central
1967,NE,57,Central
1967,NH,17,Eastern
1967,NJ,41,Eastern
1967,NM,49,Central
1967,NV,49,Western
1967,NY,117,Eastern
1967,OH,147,Central
1967,OK,102,Central
1967,OR,104,Western
1967,PA,124,Eastern
1967,PR,3,Eastern
1967,RI,7,Eastern
1967,SC,59,Eastern
1967,SD,45,Central
1967,TN,101,Eastern
1967,TX,474,Central
1967,UT,49,Western
1967,VA,93,Eastern
1967,VI,1,Eastern
1967,VT,18,Eastern
1967,WA,180,Western
1967,WI,94,Eastern
1967,WV,26,Eastern
1967,WY,18,Central
1968,AE,1,Eastern
1968,AK,147,AlaskaHawaii
1968,AL,92,Eastern
1968,AR,68,Central
1968,AZ,147,Western
1968,CA,482,Western
1968,CO,114,Central
1968,CT,18,Eastern
1968,DC,1,Eastern
1968,DE,117,Eastern
1968,FL,320,Eastern
1968,GA,143,Eastern
1968,GU,4,Eastern
1968,HI,8,AlaskaHawaii
1968,IA,75,Central
1968,ID,59,Western
1968,IL,126,Central
1968,IN,89,Central
1968,KS,102,Central
1968,KY,60,Eastern
1968,LA,53,Central
1968,MA,49,Eastern
1968,MD,41,Eastern
1968,ME,33,Eastern
1968,MI,150,Central
1968,MN,131,Central
1968,MO,95,Central
1968,MP,1,Eastern
1968,MS,56,Eastern
1968,MT,59,Western
1968,NC,147,Eastern
1968,ND,54,Central
1968,NE,47,Central
1968,NH,29,Eastern
1968,NJ,64,Eastern
1968,NM,52,Central
1968,NV,79,Western
1968,NY,134,Eastern
1968,OH,150,Central
1968,OK,98,Central
1968,OR,94,Western
1968,PA,120,Eastern
1968,PR,8,Eastern
1968,RI,9,Eastern
1968,SC,57,Eastern
1968,SD,58,Central
1968,TN,105,Eastern
1968,TX,481,Central
1968,UT,37,Western
1968,VA,94,Eastern
1968,VI,3,Eastern
1968,VT,13,Eastern
1968,WA,176,Western
1968,WI,118,Eastern
1968,WV,25,Eastern
1968,WY,38,Central
1969,AK,160,AlaskaHawaii
1969,AL,67,Eastern
1969,AR,73,Central
1969,AZ,121,Western
1969,CA,425,Western
1969,CO,79,Central
1969,CT,26,Eastern
1969,DC,2,Eastern
1969,DE,110,Eastern
1969,FL,304,Eastern
1969,GA,140,Eastern
1969,GU,1,Eastern
1969,HI,20,AlaskaHawaii
1969,IA,67,Central
1969,ID,45,Western
1969,IL,112,Central
1969,IN,68,Central
1969,KS,72,Central
1969,KY,42,Eastern
1969,LA,51,Central
1969,MA,39,Eastern
1969,MD,39,Eastern
1969,ME,23,Eastern
1969,MI,122,Central
1969,MN,103,Central
1969,MO,98,Central
1969,MP,2,Eastern
1969,MS,51,Eastern
1969,MT,66,Western
1969,NC,115,Eastern
1969,ND,46,Central
1969,NE,43,Central
1969,NH,16,Eastern
1969,NJ,59,Eastern
1969,NM,43,Central
1969,NV,65,Western
1969,NY,102,Eastern
1969,OH,121,Central
1969,OK,88,Central
1969,OR,99,Western
1969,PA,121,Eastern
1969,PR,12,Eastern
1969,RI,7,Eastern
1969,SC,56,Eastern
1969,SD,35,Central
1969,TN,92,Eastern
1969,TX,404,Central
1969,UT,46,Western
1969,VA,80,Eastern
1969,VI,3,Eastern
1969,VT,14,Eastern
1969,WA,161,Western
1969,WI,105,Eastern
1969,WV,18,Eastern
1969,WY,23,Central
1970,AK,91,AlaskaHawaii
1970,AL,39,Eastern
1970,AR,33,Central
1970,AZ,71,Western
1970,CA,224,Western
1970,CO,55,Central
1970,CT,19,Eastern
1970,DC,2,Eastern
1970,DE,65,Eastern
1970,FL,163,Eastern
1970,GA,58,Eastern
1970,GU,1,Eastern
1970,HI,5,AlaskaHawaii
1970,IA,36,Central
1970,ID,28,Western
1970,IL,62,Central
1970,IN,53,Central
1970,KS,43,Central
1970,KY,15,Eastern
1970,LA,36,Central
1970,MA,20,Eastern
1970,MD,18,Eastern
1970,ME,15,Eastern
1970,MI,65,Central
1970,MN,69,Central
1970,MO,36,Central
1970,MS,24,Eastern
1970,MT,40,Western
1970,NC,71,Eastern
1970,ND,26,Central
1970,NE,24,Central
1970,NH,13,Eastern
1970,NJ,39,Eastern
1970,NM,18,Central
1970,NV,28,Western
1970,NY,57,Eastern
1970,OH,73,Central
1970,OK,44,Central
1970,OR,45,Western
1970,PA,60,Eastern
1970,PR,2,Eastern
1970,RI,5,Eastern
1970,SC,30,Eastern
1970,SD,13,Central
1970,TN,52,Eastern
1970,TX,199,Central
1970,UT,16,Western
1970,VA,37,Eastern
1970,VI,1,Eastern
1970,VT,7,Eastern
1970,WA,86,Western
1970,WI,49,Eastern
1970,WV,11,Eastern
1970,WY,15,Central
1971,AK,84,AlaskaHawaii
1971,AL,38,Eastern
1971,AP,1,Eastern
1971,AR,43,Central
1971,AZ,70,Western
1971,CA,240,Western
1971,CO,49,Central
1971,CT,23,Eastern
1971,DC,2,Eastern
1971,DE,75,Eastern
1971,FL,204,Eastern
1971,GA,89,Eastern
1971,GU,1,Eastern
1971,HI,9,AlaskaHawaii
1971,IA,35,Central
1971,ID,29,Western
1971,IL,70,Central
1971,IN,55,Central
1971,KS,49,Central
1971,KY,27,Eastern
1971,LA,32,Central
1971,MA,36,Eastern
1971,MD,24,Eastern
1971,ME,16,Eastern
1971,MI,78,Central
1971,MN,54,Central
1971,MO,63,Central
1971,MP,2,Eastern
1971,MS,27,Eastern
1971,MT,35,Western
1971,NC,72,Eastern
1971,ND,23,Central
1971,NE,36,Central
1971,NH,16,Eastern
1971,NJ,42,Eastern
1971,NM,22,Central
1971,NV,28,Western
1971,NY,77,Eastern
1971,OH,78,Central
1971,OK,64,Central
1971,OR,44,Western
1971,PA,76,Eastern
1971,PR,7,Eastern
1971,RI,7,Eastern
1971,SC,42,Eastern
1971,SD,19,Central
1971,TN,48,Eastern
1971,TX,272,Central
1971,UT,21,Western
1971,VA,41,Eastern
1971,VI,5,Eastern
1971,VT,10,Eastern
1971,WA,94,Western
1971,WI,60,Eastern
1971,WV,12,Eastern
1971,WY,5,Central
1972,AK,115,AlaskaHawaii
1972,AL,66,Eastern
1972,AR,34,Central
1972,AZ,98,Western
1972,CA,361,Western
1972,CO,66,Central
1972,CT,27,Eastern
1972,DC,3,Eastern
1972,DE,95,Eastern
1972,FL,287,Eastern
1972,GA,86,Eastern
1972,HI,11,AlaskaHawaii
1972,IA,49,Central
1972,ID,41,Western
1972,IL,86,Central
1972,IN,53,Central
1972,KS,73,Central
1972,KY,43,Eastern
1972,LA,41,Central
1972,MA,53,Eastern
1972,MD,46,Eastern
1972,ME,32,Eastern
1972,MI,119,Central
1972,MN,98,Central
1972,MO,68,Central
1972,MP,1,Eastern
1972,MS,36,Eastern
1972,MT,57,Western
1972,NC,106,Eastern
1972,ND,43,Central
1972,NE,42,Central
1972,NH,15,Eastern
1972,NJ,46,Eastern
1972,NM,29,Central
1972,NV,39,Western
1972,NY,102,Eastern
1972,OH,132,Central
1972,OK,61,Central
1972,OR,85,Western
1972,PA,88,Eastern
1972,PR,8,Eastern
1972,RI,6,Eastern
1972,SC,46,Eastern
1972,SD,23,Central
1972,TN,84,Eastern
1972,TX,356,Central
1972,UT,30,Western
1972,VA,60,Eastern
1972,VI,1,Eastern
1972,VT,10,Eastern
1972,WA,121,Western
1972,WI,74,Eastern
1972,WV,23,Eastern
1972,WY,17,Central
1973,AK,144,AlaskaHawaii
1973,AL,76,Eastern
1973,AR,63,Central
1973,AZ,135,Western
1973,CA,461,Western
1973,CO,99,Central
1973,CT,30,Eastern
1973,DC,1,Eastern
1973,DE,140,Eastern
1973,FL,337,Eastern
1973,GA,121,Eastern
1973,GU,2,Eastern
1973,HI,8,AlaskaHawaii
1973,IA,60,Central
1973,ID,61,Western
1973,IL,126,Central
1973,IN,85,Central
1973,KS,113,Central
1973,KY,48,Eastern
1973,LA,60,Central
1973,MA,65,Eastern
1973,MD,47,Eastern
1973,ME,29,Eastern
1973,MI,144,Central
1973,MN,119,Central
1973,MO,84,Central
1973,MP,3,Eastern
1973,MS,60,Eastern
1973,MT,83,Western
1973,NC,143,Eastern
1973,ND,56,Central
1973,NE,64,Central
1973,NH,22,Eastern
1973,NJ,64,Eastern
1973,NM,42,Central
1973,NV,48,Western
1973,NY,116,Eastern
1973,OH,147,Central
1973,OK,102,Central
1973,OR,110,Western
1973,PA,125,Eastern
1973,PR,9,Eastern
1973,RI,10,Eastern
1973,SC,54,Eastern
1973,SD,37,Central
1973,TN,90,Eastern
1973,TX,481,Central
1973,UT,32,Western
1973,VA,89,Eastern
1973,VI,1,Eastern
1973,VT,11,Eastern
1973,WA,192,Western
1973,WI,98,Eastern
1973,WV,22,Eastern
1973,WY,25,Central
1974,AK,173,AlaskaHawaii
1974,AL,79,Eastern
1974,AP,2,Eastern
1974,AR,58,Central
1974,AZ,99,Western
1974,CA,459,Western
1974,CO,83,Central
1974,CT,29,Eastern
1974,DC,1,Eastern
1974,DE,126,Eastern
1974,FL,352,Eastern
1974,GA,152,Eastern
1974,GU,2,Eastern
1974,HI,10,AlaskaHawaii
1974,IA,76,Central
1974,ID,48,Western
1974,IL,130,Central
1974,IN,81,Central
1974,KS,91,Central
1974,KY,42,Eastern
1974,LA,47,Central
1974,MA,59,Eastern
1974,MD,54,Eastern
1974,ME,22,Eastern
1974,MI,114,Central
1974,MN,143,Central
1974,MO,85,Central
1974,MP,1,Eastern
1974,MS,47,Eastern
1974,MT,69,Western
1974,NC,120,Eastern
1974,ND,55,Central
1974,NE,58,Central
1974,NH,36,Eastern
1974,NJ,64,Eastern
1974,NM,30,Central
1974,NV,53,Western
1974,NY,90,Eastern
1974,OH,129,Central
1974,OK,94,Central
1974,OR,94,Western
1974,PA,131,Eastern
1974,PR,9,Eastern
1974,RI,14,Eastern
1974,SC,55,Eastern
1974,SD,44,Central
1974,TN,101,Eastern
1974,TX,426,Central
1974,UT,50,Western
1974,VA,83,Eastern
1974,VI,2,Eastern
1974,VT,20,Eastern
1974,WA,150,Western
1974,WI,100,Eastern
1974,WV,21,Eastern
1974,WY,36,Central
1975,AK,215,AlaskaHawaii
1975,AL,83,Eastern
1975,AP,1,Eastern
1975,AR,64,Central
1975,AZ,136,Western
1975,CA,492,Western
1975,CO,112,Central
1975,CT,35,Eastern
1975,DC,5,Eastern
1975,DE,170,Eastern
1975,FL,381,Eastern
1975,GA,146,Eastern
1975,GU,1,Eastern
1975,HI,12,AlaskaHawaii
1975,IA,72,Central
1975,ID,62,Western
1975,IL,143,Central
1975,IN,97,Central
1975,KS,82,Central
1975,KY,48,Eastern
1975,LA,83,Central
1975,MA,62,Eastern
1975,MD,51,Eastern
1975,ME,28,Eastern
1975,MI,144,Central
1975,MN,110,Central
1975,MO,78,Central
1975,MP,2,Eastern
1975,MS,59,Eastern
1975,MT,106,Western
1975,NC,150,Eastern
1975,ND,59,Central
1975,NE,57,Central
1975,NH,34,Eastern
1975,NJ,62,Eastern
1975,NM,42,Central
1975,NV,78,Western
1975,NY,102,Eastern
1975,OH,123,Central
1975,OK,110,Central
1975,OR,125,Western
1975,PA,119,Eastern
1975,PR,12,Eastern
1975,RI,13,Eastern
1975,SC,48,Eastern
1975,SD,50,Central
1975,TN,102,Eastern
1975,TX,460,Central
1975,UT,52,Western
1975,VA,88,Eastern
1975,VI,2,Eastern
1975,VT,12,Eastern
1975,WA,176,Western
1975,WI,111,Eastern
1975,WV,14,Eastern
1975,WY,33,Central
1976,AK,265,AlaskaHawaii
1976,AL,98,Eastern
1976,AR,89,Central
1976,AZ,160,Western
1976,CA,674,Western
1976,CO,148,Central
1976,CT,38,Eastern
1976,DC,5,Eastern
1976,DE,209,Eastern
1976,FL,450,Eastern
1976,GA,177,Eastern
1976,GU,2,Eastern
1976,HI,17,AlaskaHawaii
1976,IA,87,Central
1976,ID,88,Western
1976,IL,154,Central
1976,IN,126,Central
1976,KS,130,Central
1976,KY,55,Eastern
1976,LA,86,Central
1976,MA,90,Eastern
1976,MD,74,Eastern
1976,ME,36,Eastern
1976,MI,185,Central
1976,MN,163,Central
1976,MO,106,Central
1976,MP,2,Eastern
1976,MS,53,Eastern
1976,MT,105,Western
1976,NC,174,Eastern
1976,ND,53,Central
1976,NE,55,Central
1976,NH,41,Eastern
1976,NJ,81,Eastern
1976,NM,71,Central
1976,NV,96,Western
1976,NY,151,Eastern
1976,OH,176,Central
1976,OK,116,Central
1976,OR,134,Western
1976,PA,146,Eastern
1976,PR,10,Eastern
1976,RI,7,Eastern
1976,SC,68,Eastern
1976,SD,45,Central
1976,TN,145,Eastern
1976,TX,601,Central
1976,UT,77,Western
1976,VA,124,Eastern
1976,VI,4,Eastern
1976,VT,15,Eastern
1976,WA,189,Western
1976,WI,130,Eastern
1976,WV,29,Eastern
1976,WY,30,Central
1977,AK,239,AlaskaHawaii
1977,AL,108,Eastern
1977,AR,93,Central
1977,AZ,194,Western
1977,CA,734,Western
1977,CO,182,Central
1977,CT,62,Eastern
1977,DC,6,Eastern
1977,DE,269,Eastern
1977,FL,492,Eastern
1977,GA,200,Eastern
1977,GU,3,Eastern
1977,HI,14,AlaskaHawaii
1977,IA,77,Central
1977,ID,91,Western
1977,IL,163,Central
1977,IN,110,Central
1977,KS,105,Central
1977,KY,61,Eastern
1977,LA,96,Central
1977,MA,88,Eastern
1977,MD,70,Eastern
1977,ME,40,Eastern
1977,MI,177,Central
1977,MN,159,Central
1977,MO,110,Central
1977,MP,2,Eastern
1977,MS,61,Eastern
1977,MT,115,Western
1977,NC,183,Eastern
1977,ND,56,Central
1977,NE,81,Central
1977,NH,31,Eastern
1977,NJ,97,Eastern
1977,NM,71,Central
1977,NV,83,Western
1977,NY,157,Eastern
1977,OH,169,Central
1977,OK,121,Central
1977,OR,160,Western
1977,PA,161,Eastern
1977,PR,5,Eastern
1977,RI,14,Eastern
1977,SC,77,Eastern
1977,SD,42,Central
1977,TN,130,Eastern
1977,TX,645,Central
1977,UT,88,Western
1977,VA,135,Eastern
1977,VT,10,Eastern
1977,WA,212,Western
1977,WI,129,Eastern
1977,WV,16,Eastern
1977,WY,45,Central
1978,AK,206,AlaskaHawaii
1978,AL,128,Eastern
1978,AR,95,Central
1978,AZ,168,Western
1978,CA,794,Western
1978,CO,182,Central
1978,CT,63,Eastern
1978,DC,6,Eastern
1978,DE,256,Eastern
1978,FL,583,Eastern
1978,GA,180,Eastern
1978,GU,1,Eastern
1978,HI,17,AlaskaHawaii
1978,IA,80,Central
1978,ID,80,Western
1978,IL,201,Central
1978,IN,159,Central
1978,KS,123,Central
1978,KY,79,Eastern
1978,LA,85,Central
1978,MA,87,Eastern
1978,MD,84,Eastern
1978,ME,28,Eastern
1978,MI,169,Central
1978,MN,159,Central
1978,MO,109,Central
1978,MS,65,Eastern
1978,MT,90,Western
1978,NC,179,Eastern
1978,ND,47,Central
1978,NE,73,Central
1978,NH,34,Eastern
1978,NJ,102,Eastern
1978,NM,65,Central
1978,NV,83,Western
1978,NY,161,Eastern
1978,OH,176,Central
1978,OK,143,Central
1978,OR,164,Western
1978,PA,179,Eastern
1978,PR,11,Eastern
1978,RI,14,Eastern
1978,SC,83,Eastern
1978,SD,46,Central
1978,TN,131,Eastern
1978,TX,652,Central
1978,UT,67,Western
1978,VA,131,Eastern
1978,VI,5,Eastern
1978,VT,16,Eastern
1978,WA,232,Western
1978,WI,127,Eastern
1978,WV,20,Eastern
1978,WY,53,Central
1979,AK,180,AlaskaHawaii
1979,AL,131,Eastern
1979,AP,1,Eastern
1979,AR,71,Central
1979,AZ,198,Western
1979,CA,920,Western
1979,CO,196,Central
1979,CT,51,Eastern
1979,DC,5,Eastern
1979,DE,258,Eastern
1979,FL,566,Eastern
1979,GA,173,Eastern
1979,HI,12,AlaskaHawaii
1979,IA,92,Central
1979,ID,100,Western
1979,IL,178,Central
1979,IN,137,Central
1979,KS,122,Central
1979,KY,68,Eastern
1979,LA,118,Central
1979,MA,107,Eastern
1979,MD,59,Eastern
1979,ME,37,Eastern
1979,MH,1,Eastern
1979,MI,188,Central
1979,MN,145,Central
1979,MO,113,Central
1979,MP,5,Eastern
1979,MS,65,Eastern
1979,MT,112,Western
1979,NC,159,Eastern
1979,ND,38,Central
1979,NE,66,Central
1979,NH,36,Eastern
1979,NJ,91,Eastern
1979,NM,95,Central
1979,NV,103,Western
1979,NY,160,Eastern
1979,OH,215,Central
1979,OK,145,Central
1979,OR,183,Western
1979,PA,194,Eastern
1979,PR,13,Eastern
1979,RI,12,Eastern
1979,SC,83,Eastern
1979,SD,37,Central
1979,TN,136,Eastern
1979,TX,757,Central
1979,UT,92,Western
1979,VA,145,Eastern
1979,VI,3,Eastern
1979,VT,17,Eastern
1979,WA,230,Western
1979,WI,149,Eastern
1979,WV,23,Eastern
1979,WY,56,Central
1980,AK,119,AlaskaHawaii
1980,AL,78,Eastern
1980,AP,1,Eastern
1980,AR,66,Central
1980,AZ,135,Western
1980,CA,580,Western
1980,CO,119,Central
1980,CT,45,Eastern
1980,DC,7,Eastern
1980,DE,201,Eastern
1980,FL,341,Eastern
1980,GA,109,Eastern
1980,GU,5,Eastern
1980,HI,14,AlaskaHawaii
1980,IA,62,Central
1980,ID,54,Western
1980,IL,120,Central
1980,IN,81,Central
1980,KS,98,Central
1980,KY,36,Eastern
1980,LA,83,Central
1980,MA,77,Eastern
1980,MD,47,Eastern
1980,ME,23,Eastern
1980,MI,118,Central
1980,MN,86,Central
1980,MO,93,Central
1980,MP,2,Eastern
1980,MS,46,Eastern
1980,MT,69,Western
1980,NC,118,Eastern
1980,ND,31,Central
1980,NE,47,Central
1980,NH,23,Eastern
1980,NJ,45,Eastern
1980,NM,62,Central
1980,NV,79,Western
1980,NY,97,Eastern
1980,OH,134,Central
1980,OK,89,Central
1980,OR,124,Western
1980,PA,118,Eastern
1980,PR,10,Eastern
1980,RI,5,Eastern
1980,SC,54,Eastern
1980,SD,35,Central
1980,TN,90,Eastern
1980,TX,494,Central
1980,UT,56,Western
1980,VA,115,Eastern
1980,VI,4,Eastern
1980,VT,16,Eastern
1980,WA,169,Western
1980,WI,115,Eastern
1980,WV,23,Eastern
1980,WY,36,Central
1981,AK,116,AlaskaHawaii
1981,AL,77,Eastern
1981,AP,1,Eastern
1981,AR,49,Central
1981,AZ,92,Western
1981,CA,366,Western
1981,CO,112,Central
1981,CT,33,Eastern
1981,DC,5,Eastern
1981,DE,218,Eastern
1981,FL,320,Eastern
1981,GA,114,Eastern
1981,GU,1,Eastern
1981,HI,6,AlaskaHawaii
1981,IA,51,Central
1981,ID,48,Western
1981,IL,100,Central
1981,IN,71,Central
1981,KS,79,Central
1981,KY,31,Eastern
1981,LA,73,Central
1981,MA,56,Eastern
1981,MD,24,Eastern
1981,ME,27,Eastern
1981,MI,104,Central
1981,MN,94,Central
1981,MO,73,Central
1981,MP,1,Eastern
1981,MS,31,Eastern
1981,MT,47,Western
1981,NC,81,Eastern
1981,ND,26,Central
1981,NE,31,Central
1981,NH,29,Eastern
1981,NJ,49,Eastern
1981,NM,45,Central
1981,NV,57,Western
1981,NY,107,Eastern
1981,OH,92,Central
1981,OK,72,Central
1981,OR,93,Western
1981,PA,88,Eastern
1981,PR,5,Eastern
1981,RI,11,Eastern
1981,SC,44,Eastern
1981,SD,36,Central
1981,TN,77,Eastern
1981,TX,400,Central
1981,UT,44,Western
1981,VA,89,Eastern
1981,VI,3,Eastern
1981,VT,10,Eastern
1981,WA,120,Western
1981,WI,71,Eastern
1981,WV,11,Eastern
1981,WY,25,Central
1982,AK,85,AlaskaHawaii
1982,AL,39,Eastern
1982,AP,1,Eastern
1982,AR,24,Central
1982,AZ,72,Western
1982,CA,228,Western
1982,CO,61,Central
1982,CT,10,Eastern
1982,DC,1,Eastern
1982,DE,105,Eastern
1982,FL,190,Eastern
1982,GA,59,Eastern
1982,GU,1,Eastern
1982,HI,6,AlaskaHawaii
1982,IA,25,Central
1982,ID,28,Western
1982,IL,49,Central
1982,IN,42,Central
1982,KS,43,Central
1982,KY,10,Eastern
1982,LA,38,Central
1982,MA,30,Eastern
1982,MD,21,Eastern
1982,ME,21,Eastern
1982,MI,44,Central
1982,MN,50,Central
1982,MO,53,Central
1982,MP,1,Eastern
1982,MS,12,Eastern
1982,MT,20,Western
1982,NC,46,Eastern
1982,ND,9,Central
1982,NE,24,Central
1982,NH,16,Eastern
1982,NJ,22,Eastern
1982,NM,29,Central
1982,NV,35,Western
1982,NY,55,Eastern
1982,OH,47,Central
1982,OK,35,Central
1982,OR,43,Western
1982,PA,53,Eastern
1982,PR,6,Eastern
1982,RI,1,Eastern
1982,SC,27,Eastern
1982,SD,12,Central
1982,TN,50,Eastern
1982,TX,220,Central
1982,UT,33,Western
1982,VA,55,Eastern
1982,VI,1,Eastern
1982,VT,2,Eastern
1982,WA,73,Western
1982,WI,40,Eastern
1982,WV,3,Eastern
1982,WY,18,Central
1983,AK,66,AlaskaHawaii
1983,AL,32,Eastern
1983,AR,25,Central
1983,AZ,34,Western
1983,CA,197,Western
1983,CO,42,Central
1983,CT,10,Eastern
1983,DC,1,Eastern
1983,DE,102,Eastern
1983,FL,172,Eastern
1983,GA,54,Eastern
1983,HI,4,AlaskaHawaii
1983,IA,21,Central
1983,ID,14,Western
1983,IL,49,Central
1983,IN,33,Central
1983,KS,31,Central
1983,KY,15,Eastern
1983,LA,22,Central
1983,MA,15,Eastern
1983,MD,16,Eastern
1983,ME,7,Eastern
1983,MI,67,Central
1983,MN,46,Central
1983,MO,26,Central
1983,MS,14,Eastern
1983,MT,25,Western
1983,NC,43,Eastern
1983,ND,7,Central
1983,NE,10,Central
1983,NH,13,Eastern
1983,NJ,24,Eastern
1983,NM,28,Central
1983,NV,26,Western
1983,NY,28,Eastern
1983,OH,43,Central
1983,OK,40,Central
1983,OR,49,Western
1983,PA,39,Eastern
1983,PR,2,Eastern
1983,RI,1,Eastern
1983,SC,11,Eastern
1983,SD,5,Central
1983,TN,27,Eastern
1983,TX,170,Central
1983,UT,20,Western
1983,VA,22,Eastern
1983,VI,2,Eastern
1983,VT,9,Eastern
1983,WA,63,Western
1983,WI,30,Eastern
1983,WV,1,Eastern
1983,WY,8,Central
1984,AK,55,AlaskaHawaii
1984,AL,61,Eastern
1984,AR,15,Central
1984,AZ,38,Western
1984,CA,191,Western
1984,CO,45,Central
1984,CT,24,Eastern
1984,DC,2,Eastern
1984,DE,82,Eastern
1984,FL,126,Eastern
1984,GA,42,Eastern
1984,HI,6,AlaskaHawaii
1984,IA,16,Central
